word	phonemes	number_letters	number_phonemes	freq_per_million
novels	n.A.v.l.z	6	5	3.1373
bliss	b.l.I.s	5	4	3.1373
unemployment	V.n.E.m.p.l.OI.m.5.n.t	12	11	3.1373
pupil	p.j.u.p.l	5	5	3.1373
programming	p.r0.oU.g.r0.1.m.I.N	11	9	3.1373
toothpaste	t.u.T.p.eI.s.t	10	7	3.1373
duct	d.V.k.t	4	4	3.1373
pits	p.I.t.s	4	4	3.1373
singers	s.I.N.56.z	7	5	3.1373
heist	h.aI.s.t	5	4	3.1373
tar	t.Ar	3	2	3.1373
frat	f.r0.1.t	4	4	3.1373
gospel	g.A.s.p.l	6	5	3.1373
bombers	b.A.m.56.z	7	5	3.1373
kidnappers	k.I.d.n.1.p.56.z	10	8	3.1373
ban	b.1.n	3	3	3.1373
samurai	s.1.m.j.U.r0.aI	7	7	3.1373
Hera	h.ir.r0.5	4	4	3.1373
appreciates	5.p.r0.i.S.I0.j.eI.t.s	11	10	3.1176
soaked	s.oU.k.t	6	4	3.1176
pumped	p.V.m.p.t	6	5	3.1176
wage	w.eI.dZ	4	3	3.1176
impressions	I.m.p.r0.E.S.5.n.z	11	9	3.1176
disconnected	d.I.s.k.5.n.E.k.t.I0.d	12	11	3.1176
transition	t.r0.1.n.s.I.S.5.n	10	9	3.1176
reign	r0.eI.n	5	3	3.1176
convert	k.A.n.v.36.t	7	6	3.1176
wimp	w.I.m.p	4	4	3.1176
proposing	p.r0.5.p.oU.z.I.N	9	8	3.1176
backward	b.1.k.w.56.d	8	6	3.1176
allegiance	5.l.i.dZ.5.n.s	10	7	3.1176
sporting	s.p.or.t.I.N	8	6	3.1176
slimy	s.l.aI.m.i	5	5	3.1176
Adios	1.D.j..s	5	5	3.1176
bosom	b.U.s.5.m	5	5	3.1176
girlie	g.36.l.i	6	4	3.1176
regional	r0.i.dZ.5.n.l	8	6	3.1176
glamour	g.l.1.m.56	7	5	3.1176
paw	p.O	3	2	3.1176
racial	r0.eI.S.l	6	4	3.1176
propaganda	p.r0.A.p.5.g.1.n.d.5	10	10	3.1176
sculpture	s.k.V.l.p.tS.56	9	7	3.1176
debris	d.E.b.r0.i	6	5	3.1176
coaster	k.oU.s.t.56	7	5	3.1176
Viva	v.i.v.5	4	4	3.1176
Raven	r0.eI.v.5.n	5	5	3.1176
Holiness	h.oU.l.I.n.5.s	8	7	3.1176
Darcy	d.Ar.s.i	5	4	3.1176
tucked	t.V.k.t	6	4	3.098
tying	t.aI.I.N	5	4	3.098
founded	f.aU.n.d.I0.d	7	6	3.098
defy	d.I0.f.aI	4	4	3.098
jumpy	dZ.V.m.p.i	5	5	3.098
pleasures	p.l.E.Z.56.z	9	6	3.098
consumed	k.A.n.s.u.m.d	8	7	3.098
liability	l.aI.5.b.I.l.I0.t.i	9	9	3.098
carve	k.Ar.v	5	3	3.098
motivated	m.oU.t.I0.v.eI.t.I0.d	9	9	3.098
nauseous	n.O.s.I.j.5.s	8	7	3.098
diversion	d.aI.v.36.Z.5.n	9	7	3.098
isolation	aI.s.5.l.eI.S.5.n	9	8	3.098
loner	l.oU.n.56	5	4	3.098
assessment	5.s.E.s.m.5.n.t	10	8	3.098
breaths	b.r0.E.T.s	7	5	3.098
depths	d.E.p.T.s	6	5	3.098
babbling	b.1.b.l.I.N	8	6	3.098
mocking	m.A.k.I.N	7	5	3.098
adjustment	5.dZ.V.s.t.m.5.n.t	10	9	3.098
applications	1.p.l.I0.k.eI.S.5.n.z	12	10	3.098
attendant	5.t.E.n.d.5.n.t	9	8	3.098
governments	g.V.v.56.n.m.5.n.t.s	11	10	3.098
patron	p.eI.t.r0.5.n	6	6	3.098
sexuality	s.E.k.S.u.1.l.I0.t.i	9	10	3.098
closure	k.l.oU.Z.56	7	5	3.098
taco	t.A.k.oU	4	4	3.098
tuxedo	t.u.k.s.i.d.oU	6	7	3.098
forfeit	f.or.f.I.t	7	5	3.098
insects	I.n.s.E.k.t.s	7	7	3.098
berries	b.E.r0.I.z	7	5	3.098
tavern	t.1.v.56.n	6	5	3.098
Hartford	h.Ar.t.f.56.d	8	6	3.098
riders	r0.aI.d.56.z	6	5	3.098
reaper	r0.i.p.56	6	4	3.098
Lefty	l.E.f.t.i	5	5	3.098
Dane	d.eI.n	4	3	3.098
mattered	m.1.t.56.d	8	5	3.0784
careers	k.56.r0.ir.56.z	7	6	3.0784
tongues	t.V.N.z	7	4	3.0784
admitting	5.d.m.I.t.I.N	9	7	3.0784
circling	s.36.k.l.I.N	8	6	3.0784
sleeves	s.l.i.v.z	7	5	3.0784
distribution	d.I.s.t.r0.I0.b.j.u.S.5.n	12	12	3.0784
policies	p.A.l.I.s.I.z	8	7	3.0784
alarms	5.l.Ar.m.z	6	5	3.0784
muffled	m.V.f.l.d	7	5	3.0784
trench	t.r0.E.n.tS	6	5	3.0784
athletes	1.T.l.i.t.s	8	6	3.0784
cellphone	s.E.l.f.oU.n	9	6	3.0784
dwarf	d.w.or.f	5	4	3.0784
Goddammit	g.A.d.5.m.I.t	9	7	3.0784
twinkle	t.w.I.N.k.l	7	6	3.0784
counterfeit	k.aU.n.t.5.f.I.t	11	8	3.0784
wand	w.A.n.d	4	4	3.0784
Niagara	n.aI.5.g.A.r0.5	7	7	3.0784
lighthouse	l.aI.t.h.aU.s	10	6	3.0784
Burton	b.36.t.5.n	6	5	3.0784
comet	k.A.m.I0.t	5	5	3.0784
Shin	S.I.n	4	3	3.0784
Lama	l.A.m.5	4	4	3.0784
Squire	s.k.w.aI.56	6	5	3.0784
Bertha	b.36.T.5	6	4	3.0784
Toa	t.oU.5	3	3	3.0784
settles	s.E.t.l.z	7	5	3.0588
slowing	s.l.oU.I.N	7	5	3.0588
interfering	I.n.t.5.f.ir.56.r0.I.N	11	10	3.0588
proceeding	p.r0.5.s.i.d.I.N	10	8	3.0588
snooping	s.n.u.p.I.N	8	6	3.0588
appearances	5.p.ir.56.r0.5.n.s.I0.z	11	10	3.0588
excess	E.k.s.E.s	6	5	3.0588
surround	s.56.r0.aU.n.d	8	6	3.0588
invade	I.n.v.eI.d	6	5	3.0588
pros	p.r0.oU.z	4	4	3.0588
inferior	I.n.f.ir.r0.I.j.56	8	8	3.0588
fiber	f.aI.b.56	5	4	3.0588
dots	d.A.t.s	4	4	3.0588
wailing	w.eI.l.I.N	7	5	3.0588
twilight	t.w.aI.l.aI.t	8	6	3.0588
roaring	r0.or.r0.I.N	7	5	3.0588
kilometers	k.I.l.A.m.I0.t.56.z	10	9	3.0588
oyster	OI.s.t.56	6	4	3.0588
mathematics	m.1.T.I0.m.1.t.I.k.s	11	10	3.0588
chum	tS.V.m	4	3	3.0588
bagel	b.eI.g.l	5	4	3.0588
Foxy	f.A.k.s.i	4	5	3.0588
Vin	v.I.n	3	3	3.0588
hardcore	h.Ar.d.k.or	8	5	3.0588
Byron	b.aI.r0.A.n	5	5	3.0588
Tahiti	t.1.h.i.t.i	6	6	3.0588
Hub	h.V.b	3	3	3.0588
Tristan	t.r0.I.s.t.1.n	7	7	3.0588
Lew	l.u	3	2	3.0588
distinct	d.I0.s.t.I.N.k.t	8	8	3.0392
recovering	r0.I0.k.V.v.56.r0.I.N	10	9	3.0392
preposterous	p.r0.I.p.A.s.t.56.r0.5.s	12	11	3.0392
negotiating	n.I0.g.oU.S.I0.j.eI.t.I.N	11	11	3.0392
criticism	k.r0.I.t.I0.s.I.z.5.m	9	10	3.0392
handshake	h.1.n.d.S.eI.k	9	7	3.0392
businesses	b.I.z.n.5.s.I0.z	10	8	3.0392
trespassing	t.r0.E.s.p.5.s.I.N	11	9	3.0392
conventional	k.A.n.v.E.n.S.5.n.l	12	10	3.0392
crude	k.r0.u.d	5	4	3.0392
flaw	f.l.O	4	3	3.0392
madly	m.1.d.l.i	5	5	3.0392
marries	m.1.r0.I.z	7	5	3.0392
deceived	d.I0.s.i.v.d	8	6	3.0392
bonding	b.A.n.d.I.N	7	6	3.0392
slides	s.l.aI.d.z	6	5	3.0392
dreamer	d.r0.i.m.56	7	5	3.0392
needy	n.i.d.i	5	4	3.0392
churches	tS.36.tS.I0.z	8	5	3.0392
philosopher	f.I.l.A.s.5.f.56	11	8	3.0392
opposition	A.p.5.z.I.S.5.n	10	8	3.0392
infrared	I.n.f.r0.56.r0.E.d	8	8	3.0392
conductor	k.A.n.d.V.k.t.56	9	8	3.0392
peasants	p.E.z.5.n.t.s	8	7	3.0392
craps	k.r0.1.p.s	5	5	3.0392
honking	h.A.N.k.I.N	7	6	3.0392
tenant	t.E.n.5.n.t	6	6	3.0392
bacteria	b.1.k.t.ir.r0.I.j.5	8	9	3.0392
goldfish	g.oU.l.d.f.I0.S	8	7	3.0392
robberies	r0.A.b.56.r0.i.z	9	7	3.0392
firearms	f.aI.56.r0.Ar.m.z	8	7	3.0392
casinos	k.1.s.i.n.oU.z	7	7	3.0392
marbles	m.Ar.b.l.z	7	5	3.0392
Solomon	s.A.l.A.m.5.n	7	7	3.0392
brig	b.r0.I.g	4	4	3.0392
Stein	s.t.aI.n	5	4	3.0392
Greta	g.r0.E.t.5	5	5	3.0392
Pluto	p.l.u.t.oU	5	5	3.0392
tempting	t.E.m.p.t.I.N	8	7	3.0196
reminding	r0.I0.m.aI.n.d.I.N	9	8	3.0196
thanking	T.1.N.k.I.N	8	6	3.0196
accounted	5.k.aU.n.t.I0.d	9	7	3.0196
assembled	5.s.E.m.b.l.d	9	7	3.0196
severely	s.I0.v.ir.56.l.i	8	7	3.0196
belongings	b.I0.l.A.N.I.N.z	10	8	3.0196
upright	V.p.r0.aI.t	7	5	3.0196
desperation	d.I0.s.p.36.r0.eI.S.5.n	11	10	3.0196
predictable	p.r0.I.d.I.k.t.5.b.l	11	10	3.0196
posters	p.oU.s.t.56.z	7	6	3.0196
birthdays	b.36.T.d.eI.z	9	6	3.0196
severed	s.E.v.56.d	7	5	3.0196
monitors	m.A.n.I.t.56.z	8	7	3.0196
foods	f.u.d.z	5	4	3.0196
sizes	s.aI.z.I0.z	5	5	3.0196
unite	j.u.n.aI.t	5	5	3.0196
certainty	s.36.t.5.n.t.i	9	7	3.0196
remorse	r0.I0.m.or.s	7	5	3.0196
traveler	t.r0.1.v.E.l.56	8	7	3.0196
avenge	5.v.E.n.dZ	6	5	3.0196
baloney	b.5.l.oU.n.i	7	6	3.0196
temp	t.E.m.p	4	4	3.0196
germs	dZ.36.m.z	5	4	3.0196
invincible	I.n.v.I.n.s.5.b.l	10	9	3.0196
vessels	v.E.s.l.z	7	5	3.0196
coughs	k.O.f.z	6	4	3.0196
smuggling	s.m.V.g.l.I.N	9	7	3.0196
explosions	E.k.s.p.l.oU.Z.5.n.z	10	10	3.0196
parish	p.1.r0.I0.S	6	5	3.0196
particles	p.Ar.t.I.k.l.z	9	7	3.0196
mainland	m.eI.n.l.5.n.d	8	7	3.0196
Frenchman	f.r0.E.n.tS.m.5.n	9	8	3.0196
demonic	d.i.m.A.n.I.k	7	7	3.0196
sketches	s.k.E.tS.I0.z	8	6	3.0196
Mamma	m.1.m.5	5	4	3.0196
Rodriguez	r0.A.d.r0.i.g.E.z	9	8	3.0196
Turk	t.36.k	4	3	3.0196
Abigail	1.b.I0.g.eI.l	7	6	3.0196
Mara	m.A.r0.5	4	4	3.0196
Hooper	h.u.p.56	6	4	3.0196
Armadillo	Ar.m.5.d.I.l.oU	9	7	3.0196
vicinity	v.I.s.I.n.I0.t.i	8	8	3
interviewing	I.n.t.56.v.j.u.I.N	12	9	3
encountered	E.n.k.aU.n.t.56.d	11	8	3
flushed	f.l.V.S.t	7	5	3
accidental	1.k.s.I0.d.E.n.t.l	10	9	3
stranded	s.t.r0.1.n.d.I0.d	8	8	3
recite	r0.I0.s.aI.t	6	5	3
weighed	w.eI.d	7	3	3
accusations	5.k.j.u.z.eI.S.5.n.z	11	10	3
satisfactory	s.1.t.I0.s.f.1.k.t.56.r0.i	12	12	3
subs	s.V.b.z	4	4	3
snatched	s.n.1.tS.t	8	5	3
faded	f.eI.d.I0.d	5	5	3
mellow	m.E.l.oU	6	4	3
crooks	k.r0.U.k.s	6	5	3
housekeeping	h.aU.s.k.i.p.I.N	12	8	3
Disneyland	d.I0.s.n.I.l.1.n.d	10	9	3
muddy	m.V.d.i	5	4	3
boob	b.u.b	4	3	3
Beatles	b.i.t.l.z	7	5	3
beeps	b.i.p.s	5	4	3
deposition	d.E.p.5.s.I.S.5.n	10	9	3
cloak	k.l.oU.k	5	4	3
Hebrew	h.i.b.r0.u	6	5	3
arson	Ar.s.5.n	5	4	3
turtles	t.36.t.l.z	7	5	3
der	d.36	3	2	3
chimp	tS.I.m.p	5	4	3
Cosmos	k.A.z.m.A.s	6	6	3
Preferably	p.r0.E.f.5.r0.5.b.l.i	10	10	2.9804
hopeful	h.oU.p.f.l	7	5	2.9804
suited	s.u.t.I0.d	6	5	2.9804
insults	I.n.s.V.l.t.s	7	7	2.9804
bedrooms	b.E.d.r0.u.m.z	8	7	2.9804
fewer	f.j.u.56	5	4	2.9804
frustration	f.r0.V.s.t.r0.eI.S.5.n	11	10	2.9804
monthly	m.V.n.T.l.i	7	6	2.9804
Secondly	s.E.k.5.n.d.l.i	8	8	2.9804
pronounced	p.r0.5.n.aU.n.s.t	10	8	2.9804
behaved	b.I0.h.eI.v.d	7	6	2.9804
input	I.n.p.U.t	5	5	2.9804
scoot	s.k.u.t	5	4	2.9804
fearless	f.ir.56.l.5.s	8	6	2.9804
resisting	r0.I0.s.I.s.t.I.N	9	8	2.9804
decline	d.I0.k.l.aI.n	7	6	2.9804
kinky	k.I.N.k.i	5	5	2.9804
banking	b.1.N.k.I.N	7	6	2.9804
cavity	k.1.v.I0.t.i	6	6	2.9804
props	p.r0.A.p.s	5	5	2.9804
relay	r0.I0.l.eI	5	4	2.9804
snowing	s.n.oU.I.N	7	5	2.9804
defender	d.I0.f.E.n.d.56	8	7	2.9804
drapes	d.r0.eI.p.s	6	5	2.9804
wiggle	w.I.g.l	6	4	2.9804
scoundrel	s.k.aU.n.d.r0.l	9	7	2.9804
cinnamon	s.I.n.1.m.5.n	8	7	2.9804
cube	k.j.u.b	4	4	2.9804
Romans	r0.oU.m.5.n.z	6	6	2.9804
rake	r0.eI.k	4	3	2.9804
internship	I.n.t.56.n.S.I.p	10	8	2.9804
herring	h.E.r0.I.N	7	5	2.9804
Maestro	m.aI.s.t.r0.oU	7	6	2.9804
Chino	tS.i.n.oU	5	4	2.9804
Marianne	m.1.r0.ir.n	8	5	2.9804
Constance	k.A.n.s.t.5.n.s	9	8	2.9804
shaky	S.eI.k.i	5	4	2.9608
alarmed	5.l.Ar.m.d	7	5	2.9608
digs	d.I.g.z	4	4	2.9608
confined	k.A.n.f.aI.n.d	8	7	2.9608
elite	I.l.i.t	5	4	2.9608
imported	I.m.p.or.t.I0.d	8	7	2.9608
skirts	s.k.36.t.s	6	5	2.9608
glamorous	g.l.1.m.56.r0.5.s	9	8	2.9608
bounced	b.aU.n.s.t	7	5	2.9608
fists	f.I.s.t.s	5	5	2.9608
admirer	5.d.m.aI.56.r0.56	7	7	2.9608
rhymes	r0.aI.m.z	6	4	2.9608
summoned	s.V.m.5.n.d	8	6	2.9608
standby	s.t.1.n.d.b.aI	7	7	2.9608
motivation	m.oU.t.I0.v.eI.S.5.n	10	9	2.9608
reviews	r0.I0.v.j.u.z	7	6	2.9608
caps	k.1.p.s	4	4	2.9608
vocal	v.oU.k.l	5	4	2.9608
personalities	p.36.s.5.n.1.l.I0.t.i.z	13	11	2.9608
arise	5.r0.aI.z	5	4	2.9608
calf	k.1.f	4	3	2.9608
charter	tS.Ar.t.56	7	4	2.9608
cuckoo	k.U.k.u	6	4	2.9608
veil	v.eI.l	4	3	2.9608
medieval	m.E.d.I0.j.i.v.l	8	8	2.9608
receiver	r0.I0.s.i.v.56	8	6	2.9608
shrine	S.r0.aI.n	6	4	2.9608
stables	s.t.eI.b.l.z	7	6	2.9608
Thailand	t.aI.l.5.n.d	8	6	2.9608
stepfather	s.t.E.p.f.A.D.56	10	8	2.9608
hustler	h.V.s.l.56	7	5	2.9608
mojo	m.oU.dZ.oU	4	4	2.9608
torpedoes	t.or.p.i.d.oU.z	9	7	2.9608
Tai	t.aI	3	2	2.9608
Prof	p.r0.A.f	4	4	2.9608
marrow	m.1.r0.oU	6	4	2.9608
Viola	v.aI.oU.l.5	5	5	2.9608
Krishna	k.r0.I.S.n.5	7	6	2.9608
enjoys	E.n.dZ.OI.z	6	5	2.9412
rewarded	r0.I0.w.or.d.I0.d	8	7	2.9412
lays	l.eI.z	4	3	2.9412
doubted	d.aU.t.I0.d	7	5	2.9412
distinction	d.I0.s.t.I.N.k.S.5.n	11	10	2.9412
snappy	s.n.1.p.i	6	5	2.9412
acute	5.k.j.u.t	5	5	2.9412
shred	S.r0.E.d	5	4	2.9412
extract	E.k.s.t.r0.1.k.t	7	8	2.9412
brighter	b.r0.aI.t.56	8	5	2.9412
politically	p.A.l.I.t.I.k.l.i	11	9	2.9412
transaction	t.r0.1.n.s.1.k.S.5.n	11	10	2.9412
slope	s.l.oU.p	5	4	2.9412
pierced	p.ir.56.s.t	7	5	2.9412
caffeine	k.1.f.i.n	8	5	2.9412
precision	p.r0.I.s.I.Z.5.n	9	8	2.9412
resolution	r0.E.z.5.l.u.S.5.n	10	9	2.9412
warfare	w.or.f.Er	7	4	2.9412
gents	dZ.E.n.t.s	5	5	2.9412
scanner	s.k.1.n.56	7	5	2.9412
sneeze	s.n.i.z	6	4	2.9412
foreigner	f.O.r0.5.n.56	9	6	2.9412
underpants	V.n.d.56.p.1.n.t.s	10	9	2.9412
virgins	v.36.dZ.I.n.z	7	6	2.9412
shuffle	S.V.f.l	7	4	2.9412
depot	d.i.p.oU	5	4	2.9412
Junction	dZ.V.N.k.S.5.n	8	7	2.9412
telescope	t.E.l.I0.s.k.oU.p	9	8	2.9412
infirmary	I.n.f.36.m.56.r0.i	9	8	2.9412
fellowship	f.E.l.oU.S.I.p	10	7	2.9412
Meow	m.i.j.aU	4	4	2.9412
recital	r0.I0.s.aI.t.l	7	6	2.9412
Wagner	w.1.g.n.56	6	5	2.9412
Pappy	p.1.p.i	5	4	2.9412
Vulcan	v.V.l.k.1.n	6	6	2.9412
Biff	b.I.f	4	3	2.9412
Jekyll	dZ.E.k.I.l	6	5	2.9412
exceptional	E.k.s.E.p.S.5.n.l	11	9	2.9216
accustomed	5.k.V.s.t.5.m.d	10	8	2.9216
damp	d.1.m.p	4	4	2.9216
eyeballs	aI.b.O.l.z	8	5	2.9216
vintage	v.I.n.t.I0.dZ	7	6	2.9216
stale	s.t.eI.l	5	4	2.9216
clinical	k.l.I.n.I.k.l	8	7	2.9216
flipping	f.l.I.p.I.N	8	6	2.9216
irrational	I.r0.1.S.5.n.l	10	7	2.9216
platter	p.l.1.t.56	7	5	2.9216
punishing	p.V.n.I0.S.I.N	9	7	2.9216
morals	m.O.r0.l.z	6	5	2.9216
popularity	p.A.p.j.U.l.1.r0.I0.t.i	10	11	2.9216
verbal	v.36.b.l	6	4	2.9216
vomiting	v.A.m.I.t.I.N	8	7	2.9216
linen	l.I.n.I0.n	5	5	2.9216
catalog	k.1.t.5.l.A.g	7	7	2.9216
ribbons	r0.I.b.5.n.z	7	6	2.9216
chocolates	tS.A.k.l.5.t.s	10	7	2.9216
cone	k.oU.n	4	3	2.9216
breakup	b.r0.eI.k.V.p	7	6	2.9216
rotation	r0.oU.t.eI.S.5.n	8	7	2.9216
fireman	f.aI.56.m.5.n	7	6	2.9216
protector	p.r0.5.t.E.k.t.56	9	8	2.9216
Yahoo	j.1.h.u	5	4	2.9216
canary	k.5.n.Er.r0.i	6	6	2.9216
puss	p.U.s	4	3	2.9216
recon	r0.i.k.A.n	5	5	2.9216
latrine	l.1.t.r0.i.n	7	6	2.9216
outlaw	aU.t.l.O	6	4	2.9216
Aloha	5.l.oU.h.5	5	5	2.9216
Costa	k.O.s.t.5	5	5	2.9216
Trinity	t.r0.I.n.I0.t.i	7	7	2.9216
sled	s.l.E.d	4	4	2.9216
Marjorie	m.Ar.dZ.or.r0.i	8	6	2.9216
Barker	b.Ar.k.56	6	4	2.9216
Spence	s.p.E.n.s	6	5	2.9216
Clem	k.l.E.m	4	4	2.9216
learns	l.36.n.z	6	4	2.902
superficial	s.u.p.56.f.I.S.l	11	8	2.902
spotlight	s.p.A.t.l.aI.t	9	7	2.902
overdue	oU.v.56.d.j.u	7	6	2.902
abnormal	5.b.n.or.m.l	8	6	2.902
underway	V.n.d.56.w.eI	8	6	2.902
doubles	d.V.b.l.z	7	5	2.902
sensitivity	s.E.n.s.I0.t.I.v.I0.t.i	11	11	2.902
socially	s.oU.S.l.i	8	5	2.902
overlook	oU.v.56.l.U.k	8	6	2.902
suicidal	s.u.I0.s.aI.d.l	8	7	2.902
advances	5.d.v.1.n.s.I0.z	8	8	2.902
funniest	f.V.n.I.j.5.s.t	8	8	2.902
memorize	m.E.m.or.r0.aI.z	8	7	2.902
folded	f.oU.l.d.I0.d	6	6	2.902
covert	k.oU.v.36.t	6	5	2.902
roles	r0.oU.l.z	5	4	2.902
noodle	n.u.d.l	6	4	2.902
cabbage	k.1.b.I0.dZ	7	5	2.902
grad	g.r0.1.d	4	4	2.902
Doggone	d.A.g.A.n	7	5	2.902
donuts	d.oU.n.V.t.s	6	6	2.902
Amazon	1.m.5.z.5.n	6	6	2.902
cactus	k.1.k.t.5.s	6	6	2.902
mare	m.Er	4	2	2.902
Motors	m.oU.t.5.z	6	5	2.902
Turbo	t.36.b.oU	5	4	2.902
Wellington	w.E.l.I.N.t.5.n	10	8	2.902
Beckett	b.E.k.I0.t	7	5	2.902
jeopardize	dZ.E.p.56.d.aI.z	10	7	2.8824
indulge	I.n.d.V.l.dZ	7	6	2.8824
placing	p.l.eI.s.I.N	7	6	2.8824
borrowing	b.O.r0.oU.I.N	9	6	2.8824
stages	s.t.eI.dZ.I0.z	6	6	2.8824
implying	I.m.p.l.aI.I.N	8	7	2.8824
superb	s.u.p.36.b	6	5	2.8824
accessory	5.k.s.E.s.56.r0.i	9	8	2.8824
necessity	n.5.s.E.s.I.t.i	9	8	2.8824
cutie	k.j.u.t.i	5	5	2.8824
isolate	aI.s.5.l.eI.t	7	6	2.8824
intercepted	I.n.t.56.s.E.p.t.I0.d	11	10	2.8824
wrapping	r0.1.p.I.N	8	5	2.8824
bravery	b.r0.eI.v.56.r0.i	7	7	2.8824
genes	dZ.i.n.z	5	4	2.8824
malfunction	m.1.l.f.V.N.k.S.5.n	11	10	2.8824
terminated	t.36.m.I0.n.eI.t.I0.d	10	9	2.8824
snoring	s.n.or.r0.I.N	7	6	2.8824
bun	b.V.n	3	3	2.8824
imbecile	I.m.b.E.s.aI.l	8	7	2.8824
mailman	m.eI.l.m.5.n	7	6	2.8824
pager	p.eI.dZ.56	5	4	2.8824
missions	m.I.S.5.n.z	8	6	2.8824
ramp	r0.1.m.p	4	4	2.8824
Allied	1.l.aI.d	6	4	2.8824
Greeks	g.r0.i.k.s	6	5	2.8824
librarian	l.aI.b.r0.Er.r0.ir.n	9	8	2.8824
Lassie	l.1.s.i	6	4	2.8824
Peru	p.56.r0.u	4	4	2.8824
penguin	p.E.N.g.w.I.n	7	7	2.8824
puck	p.V.k	4	3	2.8824
Empress	E.m.p.r0.E.s	7	6	2.8824
Witter	w.I.t.56	6	4	2.8824
Cho	tS.oU	3	2	2.8824
Jonah	dZ.oU.n.5	5	4	2.8824
Fabian	f.1.b.i.j.5.n	6	7	2.8824
mentioning	m.E.n.S.5.n.I.N	10	8	2.8627
homemade	h.oU.m.m.eI.d	8	6	2.8627
Furthermore	f.36.D.56.m.or	11	6	2.8627
tighten	t.aI.t.5.n	7	5	2.8627
wits	w.I.t.s	4	4	2.8627
exceptions	E.k.s.E.p.S.5.n.z	10	9	2.8627
sarcasm	s.Ar.k.1.z.5.m	7	7	2.8627
penetrate	p.E.n.I0.t.r0.eI.t	9	8	2.8627
releasing	r0.I0.l.i.s.I.N	9	7	2.8627
bandage	b.1.n.d.I0.dZ	7	6	2.8627
consulting	k.A.n.s.V.l.t.I.N	10	9	2.8627
manhood	m.1.n.h.U.d	7	6	2.8627
seeks	s.i.k.s	5	4	2.8627
hugging	h.V.g.I.N	7	5	2.8627
proceedings	p.r0.5.s.i.d.I.N.z	11	9	2.8627
withdrawal	w.I.D.d.r0.O.l	10	7	2.8627
sophomore	s.A.f.5.m.or	9	6	2.8627
cork	k.or.k	4	3	2.8627
pest	p.E.s.t	4	4	2.8627
fumes	f.j.u.m.z	5	5	2.8627
thingy	T.I.N.i	6	4	2.8627
signatures	s.I.g.n.I.tS.56.z	10	8	2.8627
merchant	m.36.tS.5.n.t	8	6	2.8627
prostitutes	p.r0.A.s.t.I0.t.u.t.s	11	10	2.8627
cappuccino	k.1.p.5.k.s.i.n.oU	10	9	2.8627
mil	m.I.l	3	3	2.8627
transmit	t.r0.1.n.s.m.I.t	8	8	2.8627
cheerleaders	tS.ir.56.l.i.d.56.z	12	8	2.8627
deuce	d.j.u.s	5	4	2.8627
Indians	I.n.d.i.j.5.n.z	7	8	2.8627
neon	n.i.j.A.n	4	5	2.8627
Austria	O.s.t.r0.i.j.5	7	7	2.8627
Stokes	s.t.oU.k.s	6	5	2.8627
Gaby	g.eI.b.i	4	4	2.8627
Tibet	t.I.b.E.t	5	5	2.8627
geisha	dZ.eI.S.5	6	4	2.8627
Deacon	d.i.k.5.n	6	5	2.8627
Casper	k.1.s.p.56	6	5	2.8627
Chucky	tS.V.k.i	6	4	2.8627
Cutler	k.V.t.l.56	6	5	2.8627
impose	I.m.p.oU.z	6	5	2.8431
sensed	s.E.n.s.d	6	5	2.8431
pronto	p.r0.A.n.t.oU	6	6	2.8431
deliberate	d.I0.l.I.b.56.r0.5.t	10	9	2.8431
fulfilled	f.U.l.f.I.l.d	9	7	2.8431
edges	E.dZ.I0.z	5	4	2.8431
observing	A.b.z.36.v.I.N	9	7	2.8431
shades	S.eI.d.z	6	4	2.8431
pencils	p.E.n.s.l.z	7	6	2.8431
longing	l.A.N.I0.N	7	5	2.8431
cellular	s.E.l.j.U.l.56	8	7	2.8431
exams	E.g.z.1.m.z	5	6	2.8431
farms	f.Ar.m.z	5	4	2.8431
cradle	k.r0.eI.d.l	6	5	2.8431
clocks	k.l.A.k.s	6	5	2.8431
poodle	p.u.d.l	6	4	2.8431
mushrooms	m.V.S.r0.u.m.z	9	7	2.8431
bikes	b.aI.k.s	5	4	2.8431
Eisenhower	aI.z.5.n.h.aU.56	10	7	2.8431
caddy	k.1.d.i	5	4	2.8431
Baton	b.1.t.5.n	5	5	2.8431
Moss	m.O.s	4	3	2.8431
Nightingale	n.aI.t.I0.N.g.eI.l	11	8	2.8431
Poland	p.oU.l.5.n.d	6	6	2.8431
Sicily	s.I.s.I0.l.i	6	6	2.8431
starship	s.t.Ar.S.I.p	8	6	2.8431
Twain	t.w.eI.n	5	4	2.8431
Goodman	g.U.d.m.5.n	7	6	2.8431
Dragonfly	d.r0.1.g.5.n.f.l.aI	9	9	2.8431
bailed	b.eI.l.d	6	4	2.8235
decorated	d.E.k.56.r0.eI.t.I0.d	9	9	2.8235
measured	m.E.Z.56.d	8	5	2.8235
arrogance	1.r0.5.g.5.n.s	9	7	2.8235
protects	p.r0.5.t.E.k.t.s	8	8	2.8235
darkest	d.Ar.k.5.s.t	7	6	2.8235
cartoons	k.Ar.t.u.n.z	8	6	2.8235
advantages	5.d.v.1.n.t.I0.dZ.I0.z	10	10	2.8235
fees	f.i.z	4	3	2.8235
penitentiary	p.E.n.I0.t.E.n.S.j.56.r0.i	12	12	2.8235
blanks	b.l.1.N.k.s	6	6	2.8235
zipper	z.I.p.56	6	4	2.8235
nosy	n.oU.z.i	4	4	2.8235
