word	phonemes	number_letters	number_phonemes	freq_per_million
fascinated	f.1.s.I0.n.eI.t.I0.d	10	9	3.4902
achievement	5.tS.i.v.m.5.n.t	11	8	3.4902
weighs	w.eI.z	6	3	3.4902
significance	s.I.g.n.I.f.I.k.5.n.s	12	11	3.4902
layout	l.eI.aU.t	6	4	3.4902
prospect	p.r0.A.s.p.E.k.t	8	8	3.4902
screws	s.k.r0.u.z	6	5	3.4902
spelled	s.p.E.l.d	7	5	3.4902
infinite	I.n.f.I.n.5.t	8	7	3.4902
mat	m.1.t	3	3	3.4902
merciful	m.36.s.I.f.l	8	6	3.4902
brunette	b.r0.V.n.E.t	8	6	3.4902
inquiry	I.n.k.w.56.r0.i	7	7	3.4902
pep	p.E.p	3	3	3.4902
sap	s.1.p	3	3	3.4902
Supposing	s.V.p.oU.z.I.N	9	7	3.4902
sung	s.V.N	4	3	3.4902
equation	I0.k.w.eI.Z.5.n	8	7	3.4902
recess	r0.i.s.E.s	6	5	3.4902
alligator	1.l.I0.g.eI.t.56	9	7	3.4902
mentor	m.E.n.t.or	6	5	3.4902
yonder	j.A.n.d.56	6	5	3.4902
armies	Ar.m.I.z	6	4	3.4902
polo	p.oU.l.oU	4	4	3.4902
muffins	m.V.f.I.n.z	7	6	3.4902
thug	T.V.g	4	3	3.4902
Berry	b.E.r0.i	5	4	3.4902
mitzvah	m.I.t.s.v.5	7	6	3.4902
elves	E.l.v.z	5	4	3.4902
heavyweight	h.E.v.i.w.eI.t	11	7	3.4902
Mace	m.eI.s	4	3	3.4902
Peters	p.i.t.56.z	6	5	3.4902
Sox	s.A.k.s	3	4	3.4902
Tally	t.1.l.i	5	4	3.4902
genie	dZ.i.n.i	5	4	3.4902
Corky	k.or.k.i	5	4	3.4902
suffers	s.V.f.56.z	7	5	3.4706
premature	p.r0.I.m.5.tS.Ur	9	7	3.4706
manipulate	m.5.n.I.p.j.U.l.eI.t	10	10	3.4706
secrecy	s.i.k.r0.5.s.i	7	7	3.4706
techniques	t.E.k.n.i.k.s	10	7	3.4706
commerce	k.A.m.36.s	8	5	3.4706
detected	d.I0.t.E.k.t.I0.d	8	8	3.4706
privileges	p.r0.I.v.I0.l.I0.dZ.I0.z	10	10	3.4706
bumps	b.V.m.p.s	5	5	3.4706
womb	w.u.m	4	3	3.4706
tummy	t.V.m.i	5	4	3.4706
babes	b.eI.b.z	5	4	3.4706
baking	b.eI.k.I.N	6	5	3.4706
faked	f.eI.k.t	5	4	3.4706
disabled	d.I.s.eI.b.l.d	8	7	3.4706
laptop	l.1.p.t.A.p	6	6	3.4706
analyst	1.n.5.l.I.s.t	7	7	3.4706
Bermuda	b.36.m.j.u.d.5	7	7	3.4706
miners	m.aI.n.56.z	6	5	3.4706
Cobb	k.A.b	4	3	3.4706
mixing	m.I.k.s.I.N	6	6	3.451
wandered	w.A.n.d.56.d	8	6	3.451
soak	s.oU.k	4	3	3.451
meaningful	m.i.n.I.N.f.l	10	7	3.451
amateurs	1.m.5.t.56.z	8	6	3.451
receipts	r0.I0.s.i.t.s	8	6	3.451
repairs	r0.I0.p.Er.z	7	5	3.451
pies	p.aI.z	4	3	3.451
seduce	s.I0.d.j.u.s	6	6	3.451
wrestle	r0.E.s.l	7	4	3.451
knuckles	n.V.k.l.z	8	5	3.451
karma	k.Ar.m.5	5	4	3.451
obscene	A.b.s.i.n	7	5	3.451
tux	t.V.k.s	3	4	3.451
lava	l.A.v.5	4	4	3.451
schoolteacher	s.k.u.l.t.i.tS.56	13	8	3.451
Singapore	s.I.N.g.5.p.or	9	7	3.451
Omaha	oU.m.5.h.A	5	5	3.451
Dong	d.A.N	4	3	3.451
cadet	k.5.d.E.t	5	5	3.451
Timothy	t.I.m.O.T.i	7	6	3.451
Richardson	r0.I.tS.56.d.s.V.n	10	8	3.451
Bucky	b.V.k.i	5	4	3.451
disappointing	d.I.s.5.p.OI.n.t.I.N	13	10	3.4314
unpredictable	V.n.p.r0.I.d.I.k.t.5.b.l	13	12	3.4314
glance	g.l.1.n.s	6	5	3.4314
midst	m.I.d.s.t	5	5	3.4314
difficulties	d.I.f.I0.k.V.l.t.I.z	12	10	3.4314
considerate	k.5.n.s.I.d.56.r0.5.t	11	10	3.4314
resolved	r0.I0.z.A.l.v.d	8	7	3.4314
proudly	p.r0.aU.d.l.i	7	6	3.4314
choked	tS.oU.k.t	6	4	3.4314
breakthrough	b.r0.eI.k.T.r0.u	12	7	3.4314
annoyed	5.n.OI.d	7	4	3.4314
jeopardy	dZ.E.p.56.d.i	8	6	3.4314
partly	p.Ar.t.l.i	6	5	3.4314
mourning	m.or.n.I.N	8	5	3.4314
superstitious	s.u.p.56.s.t.I.S.5.s	13	10	3.4314
licking	l.I.k.I.N	7	5	3.4314
flags	f.l.1.g.z	5	5	3.4314
exercises	E.k.s.56.s.aI.z.I0.z	9	9	3.4314
intuition	I.n.t.u.I.S.5.n	9	8	3.4314
pharmacy	f.Ar.m.5.s.i	8	6	3.4314
southwest	s.aU.T.w.E.s.t	9	7	3.4314
Indian	I.n.d.i.j.5.n	6	7	3.4314
jackets	dZ.1.k.I0.t.s	7	6	3.4314
Chevy	S.E.v.i	5	4	3.4314
saline	s.eI.l.aI.n	6	5	3.4314
lords	l.or.d.z	5	4	3.4314
Beta	b.eI.t.5	4	4	3.4314
superstar	s.u.p.56.s.t.Ar	9	7	3.4314
keg	k.E.g	3	3	3.4314
Mustang	m.V.s.t.1.N	7	6	3.4314
Lam	l.1.m	3	3	3.4314
triad	t.r0.aI.1.d	5	5	3.4314
Taiwan	t.aI.w.1.n	6	5	3.4314
precaution	p.r0.I.k.O.S.5.n	10	8	3.4118
sniffing	s.n.I.f.I.N	8	6	3.4118
pending	p.E.n.d.I.N	7	6	3.4118
deceive	d.I0.s.i.v	7	5	3.4118
kisser	k.I.s.56	6	4	3.4118
solitary	s.A.l.5.t.E.r0.i	8	8	3.4118
believer	b.I0.l.i.v.56	8	6	3.4118
sundown	s.V.n.d.aU.n	7	6	3.4118
pennies	p.E.n.I.z	7	5	3.4118
epidemic	E.p.I0.d.E.m.I.k	8	8	3.4118
enlisted	E.n.l.I.s.t.I0.d	8	8	3.4118
directing	d.aI.r0.E.k.t.I.N	9	8	3.4118
negotiations	n.I0.g.oU.S.I0.j.eI.S.5.n.z	12	12	3.4118
cockroach	k.A.k.r0.oU.tS	9	6	3.4118
plum	p.l.V.m	4	4	3.4118
Nam	n.1.m	3	3	3.4118
abdominal	1.b.d.A.m.I.n.l	9	8	3.4118
manor	m.1.n.56	5	4	3.4118
thesis	T.i.s.I.s	6	5	3.4118
bygones	b.aI.g.A.n.z	7	6	3.4118
Arab	1.r0.5.b	4	4	3.4118
Arabic	1.r0.5.b.I.k	6	6	3.4118
fin	f.I.n	3	3	3.4118
Chung	tS.V.N	5	3	3.4118
Poe	p.oU	3	2	3.4118
optimistic	A.p.t.I0.m.I.s.t.I.k	10	10	3.3922
appointments	5.p.OI.n.t.m.5.n.t.s	12	10	3.3922
dedication	d.E.d.I0.k.eI.S.5.n	10	9	3.3922
merit	m.E.r0.I.t	5	5	3.3922
pleases	p.l.i.z.I0.z	7	6	3.3922
incapable	I.n.k.eI.p.5.b.l	9	8	3.3922
managing	m.1.n.I0.dZ.I.N	8	7	3.3922
snacks	s.n.1.k.s	6	5	3.3922
charms	tS.Ar.m.z	6	4	3.3922
collateral	k.A.l.1.t.56.r0.l	10	8	3.3922
spank	s.p.1.N.k	5	5	3.3922
females	f.i.m.eI.l.z	7	6	3.3922
savior	s.eI.v.j.56	6	5	3.3922
sigh	s.aI	4	2	3.3922
roam	r0.oU.m	4	3	3.3922
screening	s.k.r0.i.n.I.N	9	7	3.3922
lettuce	l.E.t.I.s	7	5	3.3922
jacks	dZ.1.k.s	5	4	3.3922
terrace	t.E.r0.I.s	7	5	3.3922
flyer	f.l.aI.56	5	4	3.3922
barrier	b.1.r0.I.j.56	7	6	3.3922
thugs	T.V.g.z	5	4	3.3922
arrows	1.r0.oU.z	6	4	3.3922
opener	oU.p.5.n.56	6	5	3.3922
hangar	h.1.N.g.56	6	5	3.3922
Buenos	b.w.eI.n.A.s	6	6	3.3922
Sparky	s.p.Ar.k.i	6	5	3.3922
Avalanche	1.v.5.l.1.n.S	9	7	3.3922
Partridge	p.Ar.t.r0.I.dZ	9	6	3.3922
Holden	h.oU.l.d.5.n	6	6	3.3922
regularly	r0.E.g.j.u.l.56.l.i	9	9	3.3725
dripping	d.r0.I.p.I.N	8	6	3.3725
privileged	p.r0.I.v.I0.l.I0.dZ.d	10	9	3.3725
rebuild	r0.I0.b.I.l.d	7	6	3.3725
doorstep	d.or.s.t.E.p	8	6	3.3725
rattle	r0.1.t.l	6	4	3.3725
fortress	f.or.t.r0.5.s	8	6	3.3725
resurrection	r0.I0.s.56.r0.E.k.S.5.n	12	10	3.3725
Overruled	oU.v.56.r0.u.l.d	9	7	3.3725
frogs	f.r0.A.g.z	5	5	3.3725
strippers	s.t.r0.I.p.56.z	9	7	3.3725
reindeer	r0.eI.n.d.ir.56	8	6	3.3725
Ivy	aI.v.i	3	3	3.3725
Nay	n.eI	3	2	3.3725
Beatrice	b.ir.t.r0.I0.s	8	6	3.3725
Muhammad	m.oU.h.1.m.I0.d	8	7	3.3725
Rhodes	r0.oU.d.z	6	4	3.3725
glimpse	g.l.I.m.p.s	7	6	3.3529
cautious	k.O.S.5.s	8	5	3.3529
torturing	t.or.tS.56.r0.I.N	9	7	3.3529
employ	E.m.p.l.OI	6	5	3.3529
generosity	dZ.E.n.56.r0.A.s.I0.t.i	10	10	3.3529
potentially	p.5.t.E.n.S.l.i	11	8	3.3529
toll	t.oU.l	4	3	3.3529
cranky	k.r0.1.N.k.i	6	6	3.3529
specially	s.p.E.S.l.i	9	6	3.3529
chatting	tS.1.t.I.N	8	5	3.3529
possessions	p.5.z.E.S.5.n.z	11	8	3.3529
approaches	5.p.r0.oU.tS.I0.z	10	7	3.3529
undoubtedly	V.n.d.aU.t.I.d.l.i	11	9	3.3529
bind	b.aI.n.d	4	4	3.3529
crummy	k.r0.V.m.i	6	5	3.3529
chained	tS.eI.n.d	7	4	3.3529
tit	t.I.t	3	3	3.3529
shithead	S.I.t.h.E.d	8	6	3.3529
abdomen	1.b.d.5.m.5.n	7	7	3.3529
wallpaper	w.O.l.p.eI.p.56	9	7	3.3529
helicopters	h.E.l.I0.k.A.p.t.56.z	11	10	3.3529
readers	r0.i.d.56.z	7	5	3.3529
homey	h.oU.m.i	5	4	3.3529
restraining	r0.I0.s.t.r0.eI.n.I.N	11	9	3.3529
fraternity	f.r0.5.t.36.n.I0.t.i	10	9	3.3529
jab	dZ.1.b	3	3	3.3529
Goldie	g.oU.l.d.i	6	5	3.3529
Cyrus	s.I.r0.5.s	5	5	3.3529
sweeping	s.w.i.p.I.N	8	6	3.3333
practiced	p.r0.1.k.t.I0.s.t	9	8	3.3333
assumption	5.s.V.m.p.S.5.n	10	8	3.3333
occurs	5.k.36.z	6	4	3.3333
righty	r0.aI.t.i	6	4	3.3333
thrilling	T.r0.I.l.I.N	9	6	3.3333
toilets	t.OI.l.5.t.s	7	6	3.3333
initiate	I.n.I.S.I0.j.eI.t	8	8	3.3333
branches	b.r0.1.n.tS.I0.z	8	7	3.3333
comeback	k.V.m.b.1.k	8	6	3.3333
contagious	k.A.n.t.eI.dZ.j.5.s	10	9	3.3333
notch	n.A.tS	5	3	3.3333
poisonous	p.OI.s.5.n.5.s	9	7	3.3333
blacks	b.l.1.k.s	6	5	3.3333
invitations	I.n.v.I.t.eI.S.5.n.z	11	10	3.3333
riches	r0.I.tS.I0.z	6	5	3.3333
volcano	v.A.l.k.eI.n.oU	7	7	3.3333
giggles	g.I.g.l.z	7	5	3.3333
knockout	n.A.k.aU.t	8	5	3.3333
superhero	s.u.p.56.h.ir.r0.oU	9	8	3.3333
convent	k.A.n.v.5.n.t	7	7	3.3333
Rover	r0.oU.v.56	5	4	3.3333
karaoke	k.1.r0.eI.A.k	7	6	3.3333
plantation	p.l.1.n.t.eI.S.5.n	10	9	3.3333
summit	s.V.m.I.t	6	5	3.3333
Norm	n.or.m	4	3	3.3333
Cobra	k.oU.b.r0.5	5	5	3.3333
inclined	I.n.k.l.aI.n.d	8	7	3.3137
strangest	s.t.r0.eI.n.dZ.5.s.t	9	9	3.3137
shaken	S.eI.k.5.n	6	5	3.3137
stored	s.t.or.d	6	4	3.3137
spared	s.p.Er.d	6	4	3.3137
eligible	E.l.I0.dZ.5.b.l	8	7	3.3137
Nineteen	n.aI.n.t.i.n	8	6	3.3137
smashing	s.m.1.S.I.N	8	6	3.3137
spicy	s.p.aI.s.i	5	5	3.3137
boiled	b.OI.l.d	6	4	3.3137
oatmeal	oU.t.m.ir.l	7	5	3.3137
Id	aI.d.i	2	3	3.3137
doggie	d.A.g.i	6	4	3.3137
flea	f.l.i	4	3	3.3137
prototype	p.r0.oU.t.oU.t.aI.p	9	8	3.3137
evacuation	I0.v.1.k.j.u.eI.S.5.n	10	10	3.3137
shalt	S.1.l.t	5	4	3.3137
Rosy	r0.oU.z.i	4	4	3.3137
Falcon	f.1.l.k.5.n	6	6	3.3137
Ambrose	1.m.b.r0.oU.z	7	6	3.3137
mornings	m.or.n.I.N.z	8	6	3.2941
encouraged	E.n.k.36.r0.I0.dZ.d	10	8	3.2941
credits	k.r0.E.d.I.t.s	7	7	3.2941
misunderstand	m.I0.s.V.n.d.56.s.t.1.n.d	13	12	3.2941
sentences	s.E.n.t.5.n.s.I0.z	9	9	3.2941
digest	d.aI.dZ.E.s.t	6	6	3.2941
melting	m.E.l.t.I.N	7	6	3.2941
eyebrows	aI.b.r0.aU.z	8	5	3.2941
bandages	b.1.n.d.I0.dZ.I0.z	8	8	3.2941
sync	s.I.N.k	4	4	3.2941
adrenaline	5.d.r0.E.n.5.l.I.n	10	9	3.2941
rejection	r0.I0.dZ.E.k.S.5.n	9	8	3.2941
lime	l.aI.m	4	3	3.2941
download	d.aU.n.l.oU.d	8	6	3.2941
martinis	m.Ar.t.i.n.I.z	8	7	3.2941
coaching	k.oU.tS.I.N	8	5	3.2941
nerd	n.36.d	4	3	3.2941
courier	k.36.r0.I.j.56	7	6	3.2941
Continental	k.A.n.t.I0.n.E.n.t.l	11	10	3.2941
demo	d.E.m.oU	4	4	3.2941
Ping	p.I.N	4	3	3.2941
Toots	t.u.t.s	5	4	3.2941
Yin	j.I.n	3	3	3.2941
frequently	f.r0.i.k.w.5.n.t.l.i	10	10	3.2745
guarded	g.Ar.d.I0.d	7	5	3.2745
immature	I.m.5.tS.Ur	8	5	3.2745
stationed	s.t.eI.S.5.n.d	9	7	3.2745
refusing	r0.I0.f.j.u.z.I.N	8	8	3.2745
seldom	s.E.l.d.5.m	6	6	3.2745
deciding	d.I0.s.aI.d.I.N	8	7	3.2745
vulgar	v.V.l.g.56	6	5	3.2745
cutest	k.j.u.t.5.s.t	6	7	3.2745
verge	v.36.dZ	5	3	3.2745
slaughtered	s.l.O.t.56.d	11	6	3.2745
presenting	p.r0.I.z.E.n.t.I.N	10	9	3.2745
educational	E.dZ.u.k.eI.S.5.n.l	11	9	3.2745
fluids	f.l.u.I.d.z	6	6	3.2745
politician	p.A.l.I0.t.I.S.5.n	10	9	3.2745
probable	p.r0.A.b.5.b.l	8	7	3.2745
southeast	s.aU.T.i.s.t	9	6	3.2745
statistics	s.t.5.t.I.s.t.I.k.s	10	10	3.2745
windshield	w.I.n.d.S.i.l.d	10	8	3.2745
intimacy	I.n.t.I0.m.5.s.i	8	8	3.2745
luncheon	l.V.n.tS.5.n	8	6	3.2745
biscuits	b.I.s.k.I.t.s	8	7	3.2745
goodwill	g.U.d.w.I.l	8	6	3.2745
frontier	f.r0.V.n.t.I.j.56	8	8	3.2745
pint	p.aI.n.t	4	4	3.2745
bash	b.1.S	4	3	3.2745
sweetness	s.w.i.t.n.5.s	9	7	3.2745
cashier	k.1.S.ir.56	7	5	3.2745
crews	k.r0.u.z	5	4	3.2745
environmental	E.n.v.aI.r0.5.n.m.E.n.t.l	13	12	3.2745
laps	l.1.p.s	4	4	3.2745
fundamental	f.V.n.d.5.m.E.n.t.l	11	10	3.2745
gallant	g.1.l.5.n.t	7	6	3.2745
telegraph	t.E.l.I0.g.r0.1.f	9	8	3.2745
cupcake	k.V.p.k.eI.k	7	6	3.2745
parrot	p.1.r0.5.t	6	5	3.2745
Thai	t.aI	4	2	3.2745
sleigh	s.l.eI	6	3	3.2745
Scarlet	s.k.Ar.l.5.t	7	6	3.2745
Talbot	t.1.l.b.A.t	6	6	3.2745
slammed	s.l.1.m.d	7	5	3.2549
smallest	s.m.O.l.5.s.t	8	7	3.2549
relatively	r0.E.l.5.t.I.v.l.i	10	9	3.2549
expressed	E.k.s.p.r0.E.s.t	9	8	3.2549
rotting	r0.A.t.I.N	7	5	3.2549
cope	k.oU.p	4	3	3.2549
operated	A.p.56.r0.eI.t.I0.d	8	8	3.2549
suspicions	s.5.s.p.I.S.5.n.z	10	9	3.2549
fractured	f.r0.1.k.tS.56.d	9	7	3.2549
essentially	I0.s.E.n.S.l.i	11	7	3.2549
cruelty	k.r0.u.5.l.t.i	7	7	3.2549
eliminated	I.l.I.m.I0.n.eI.t.I0.d	10	10	3.2549
blades	b.l.eI.d.z	6	5	3.2549
priorities	p.r0.aI.j.O.r0.I0.t.i.z	10	10	3.2549
hypocrite	h.I.p.5.k.r0.I.t	9	8	3.2549
credentials	k.r0.E.d.E.n.S.l.z	11	9	3.2549
lotion	l.oU.S.5.n	6	5	3.2549
gals	g.1.l.z	4	4	3.2549
operative	A.p.56.r0.5.t.I.v	9	8	3.2549
convertible	k.A.n.v.36.t.5.b.l	11	9	3.2549
detector	d.I0.t.E.k.t.56	8	7	3.2549
crust	k.r0.V.s.t	5	5	3.2549
institute	I.n.s.t.I0.t.u.t	9	8	3.2549
ashtray	1.S.t.r0.eI	7	5	3.2549
choppers	tS.A.p.56.z	8	5	3.2549
reel	r0.i.l	4	3	3.2549
skunk	s.k.V.N.k	5	5	3.2549
diabetes	d.aI.5.b.i.t.i.z	8	8	3.2549
Forge	f.or.dZ	5	3	3.2549
macaroni	m.1.k.5.r0.oU.n.i	8	8	3.2549
Hawaiian	h.5.w.aI.5.n	8	6	3.2549
armored	Ar.m.5.d	7	4	3.2549
Reagan	r0.eI.g.5.n	6	5	3.2549
Mayo	m.eI.oU	4	3	3.2549
Cove	k.oU.v	4	3	3.2549
Whitney	w.I.t.n.i	7	5	3.2549
Santiago	s.1.n.t.I.j.A.g.oU	8	9	3.2549
Ezra	E.z.r0.5	4	4	3.2549
Dooley	d.u.l.i	6	4	3.2549
encouraging	E.n.k.36.r0.I0.dZ.I.N	11	9	3.2353
removing	r0.I0.m.u.v.I.N	8	7	3.2353
analyze	1.n.5.l.aI.z	7	6	3.2353
unpack	V.n.p.1.k	6	5	3.2353
mysteries	m.I.s.t.56.r0.i.z	9	8	3.2353
motives	m.oU.t.I.v.z	7	6	3.2353
posing	p.oU.z.I.N	6	5	3.2353
raging	r0.eI.dZ.I.N	6	5	3.2353
swollen	s.w.oU.l.5.n	7	6	3.2353
cowards	k.aU.56.d.z	7	5	3.2353
membership	m.E.m.b.56.S.I.p	10	8	3.2353
bruise	b.r0.u.z	6	4	3.2353
typing	t.aI.p.I.N	6	5	3.2353
stuffing	s.t.V.f.I.N	8	6	3.2353
skipping	s.k.I.p.I.N	8	6	3.2353
battlefield	b.1.t.l.f.i.l.d	11	8	3.2353
nip	n.I.p	3	3	3.2353
slate	s.l.eI.t	5	4	3.2353
Nobel	n.oU.b.l	5	4	3.2353
irresistible	I.r0.I0.s.I.s.t.5.b.l	12	10	3.2353
pitcher	p.I.tS.56	7	4	3.2353
investors	I.n.v.E.s.t.56.z	9	8	3.2353
Rouge	r0.u.Z	5	3	3.2353
wagons	w.1.g.5.n.z	6	6	3.2353
maple	m.eI.p.l	5	4	3.2353
Lordship	l.or.d.S.I.p	8	6	3.2353
warhead	w.or.h.E.d	7	5	3.2353
Elle	E.l	4	2	3.2353
Garth	g.Ar.T	5	3	3.2353
remotely	r0.I0.m.oU.t.l.i	8	7	3.2157
valid	v.1.l.I.d	5	5	3.2157
doorway	d.or.w.eI	7	4	3.2157
connecting	k.5.n.E.k.t.I.N	10	8	3.2157
cultures	k.V.l.tS.56.z	8	6	3.2157
necks	n.E.k.s	5	4	3.2157
greeting	g.r0.i.t.I.N	8	6	3.2157
nuisance	n.j.u.s.5.n.s	8	7	3.2157
strapped	s.t.r0.1.p.t	8	6	3.2157
angles	1.N.g.l.z	6	5	3.2157
agencies	eI.dZ.5.n.s.i.z	8	7	3.2157
overall	oU.v.56.r0.O.l	7	6	3.2157
designs	d.I0.z.aI.n.z	7	6	3.2157
northeast	n.or.T.i.s.t	9	6	3.2157
funerals	f.j.u.n.56.r0.l.z	8	8	3.2157
tapping	t.1.p.I.N	7	5	3.2157
producers	p.r0.5.d.u.s.56.z	9	8	3.2157
warrants	w.O.r0.5.n.t.s	8	7	3.2157
bouquet	b.u.k.eI	7	4	3.2157
braces	b.r0.eI.s.I0.z	6	6	3.2157
elevators	E.l.I0.v.eI.t.56.z	9	8	3.2157
wacky	w.1.k.i	5	4	3.2157
reset	r0.I0.s.E.t	5	5	3.2157
sails	s.eI.l.z	5	4	3.2157
barks	b.Ar.k.s	5	4	3.2157
batting	b.1.t.I.N	7	5	3.2157
airplanes	Er.p.l.eI.n.z	9	6	3.2157
wedded	w.E.d.I0.d	6	5	3.2157
ratio	r0.eI.S.I.j.oU	5	6	3.2157
pup	p.V.p	3	3	3.2157
Cincinnati	s.I.n.s.I.n.1.t.i	10	9	3.2157
cockpit	k.A.k.p.I.t	7	6	3.2157
Sassy	s.1.s.i	5	4	3.2157
Isaac	aI.s.5.k	5	4	3.2157
sultan	s.V.l.t.5.n	6	6	3.2157
briefly	b.r0.i.f.l.i	7	6	3.1961
whichever	w.I.tS.E.v.56	9	6	3.1961
conducted	k.A.n.d.V.k.t.I0.d	9	9	3.1961
flashing	f.l.1.S.I.N	8	6	3.1961
colorful	k.A.l.or.f.l	8	6	3.1961
witty	w.I.t.i	5	4	3.1961
stupidity	s.t.u.p.I.d.I0.t.i	9	9	3.1961
context	k.A.n.t.E.k.s.t	7	8	3.1961
injustice	I.n.dZ.V.s.t.I0.s	9	8	3.1961
credibility	k.r0.E.d.I0.b.I.l.I0.t.i	11	11	3.1961
vanish	v.1.n.I0.S	6	5	3.1961
Correction	k.56.r0.E.k.S.5.n	10	8	3.1961
prejudice	p.r0.E.dZ.u.d.I0.s	9	8	3.1961
tropical	t.r0.A.p.I.k.l	8	7	3.1961
assemble	5.s.E.m.b.l	8	6	3.1961
anatomy	1.n.1.t.5.m.i	7	7	3.1961
foreigners	f.O.r0.5.n.56.z	10	7	3.1961
broadcasting	b.r0.O.d.k.1.s.t.I.N	12	10	3.1961
cheeseburger	tS.i.z.b.36.g.56	12	7	3.1961
province	p.r0.A.v.I.n.s	8	7	3.1961
radioactive	r0.eI.d.I.j.oU.1.k.t.I.v	11	11	3.1961
fingerprint	f.I.N.g.56.p.r0.I.n.t	11	10	3.1961
satellites	s.1.t.5.l.aI.t.s	10	8	3.1961
brigade	b.r0.I.g.eI.d	7	6	3.1961
hen	h.E.n	3	3	3.1961
lever	l.E.v.56	5	4	3.1961
stallion	s.t.1.l.ir.n	8	6	3.1961
Buffy	b.V.f.i	5	4	3.1961
Sofia	s.oU.f.i.j.5	5	6	3.1961
Bobbie	b.A.b.i	6	4	3.1961
Myrtle	m.36.t.l	6	4	3.1961
Fern	f.36.n	4	3	3.1961
pursuing	p.56.s.j.u.I.N	8	7	3.1765
surprisingly	s.56.p.r0.aI.z.I.N.l.i	12	10	3.1765
sentiment	s.E.n.t.I.m.5.n.t	9	9	3.1765
appealing	5.p.i.l.I.N	9	6	3.1765
increasing	I.n.k.r0.i.s.I.N	10	8	3.1765
condolences	k.A.n.d.oU.l.5.n.s.I0.z	11	11	3.1765
escaping	E.s.k.eI.p.I.N	8	7	3.1765
addresses	5.d.r0.E.s.I0.z	9	7	3.1765
conceived	k.A.n.s.i.v.d	9	7	3.1765
properties	p.r0.A.p.56.t.I.z	10	8	3.1765
renting	r0.E.n.t.I.N	7	6	3.1765
ruler	r0.u.l.56	5	4	3.1765
drifting	d.r0.I.f.t.I.N	8	7	3.1765
weeping	w.i.p.I.N	7	5	3.1765
brute	b.r0.u.t	5	4	3.1765
weirdo	w.ir.56.d.oU	6	5	3.1765
filter	f.I.l.t.56	6	5	3.1765
doorman	d.or.m.5.n	7	5	3.1765
learnt	l.36.n.t	6	4	3.1765
ecstasy	E.k.s.t.5.s.i	7	7	3.1765
parachute	p.1.r0.5.S.u.t	9	7	3.1765
architecture	Ar.k.I0.t.E.k.tS.56	12	8	3.1765
inheritance	I.n.h.E.r0.I.t.5.n.s	11	10	3.1765
funding	f.V.n.d.I.N	7	6	3.1765
Hoover	h.u.v.56	6	4	3.1765
transit	t.r0.1.n.s.I.t	7	7	3.1765
Maryland	m.Er.r0.I0.l.1.n.d	8	8	3.1765
casket	k.1.s.k.I0.t	6	6	3.1765
rapist	r0.eI.p.I.s.t	6	6	3.1765
crabs	k.r0.1.b.z	5	5	3.1765
cruiser	k.r0.u.z.56	7	5	3.1765
majors	m.eI.dZ.56.z	6	5	3.1765
Leery	l.ir.56.r0.i	5	5	3.1765
Kiki	k.I.k.i	4	4	3.1765
Abbey	1.b.i	5	3	3.1765
Benedict	b.E.n.I0.d.I.k.t	8	8	3.1765
Damon	d.1.m.5.n	5	5	3.1765
sardines	s.Ar.d.i.n.z	8	6	3.1765
courageous	k.36.r0.eI.dZ.5.s	10	7	3.1569
acceptance	5.k.s.E.p.t.5.n.s	10	9	3.1569
investigated	I.n.v.E.s.t.I0.g.eI.t.I0.d	12	12	3.1569
raving	r0.eI.v.I.N	6	5	3.1569
evolved	I0.v.A.l.v.d	7	6	3.1569
swelling	s.w.E.l.I.N	8	6	3.1569
wool	w.U.l	4	3	3.1569
worldwide	w.36.l.d.w.aI.d	9	7	3.1569
crisp	k.r0.I.s.p	5	5	3.1569
dickhead	d.I.k.h.E.d	8	6	3.1569
rags	r0.1.g.z	4	4	3.1569
pillows	p.I.l.oU.z	7	5	3.1569
baths	b.1.T.s	5	4	3.1569
pads	p.1.d.z	4	4	3.1569
scalpel	s.k.1.l.p.l	7	6	3.1569
captains	k.1.p.t.I.n.z	8	7	3.1569
mining	m.aI.n.I.N	6	5	3.1569
reinforcements	r0.i.j.I.n.f.or.s.m.5.n.t.s	14	13	3.1569
cologne	k.5.l.oU.n	7	5	3.1569
flour	f.l.aU.5	5	4	3.1569
snitch	s.n.I.tS	6	4	3.1569
insect	I.n.s.E.k.t	6	6	3.1569
punches	p.V.n.tS.I0.z	7	6	3.1569
stewardess	s.t.u.56.d.E.s	10	7	3.1569
typewriter	t.aI.p.r0.aI.t.56	10	7	3.1569
funk	f.V.N.k	4	4	3.1569
quid	k.w.I.d	4	4	3.1569
mermaid	m.36.m.eI.d	7	5	3.1569
Fatso	f.1.t.s.oU	5	5	3.1569
Irene	aI.r0.i.n	5	4	3.1569
Carver	k.Ar.v.56	6	4	3.1569
Ares	Er.r0.i.z	4	4	3.1569
banged	b.1.N.g.d	6	5	3.1373
roughly	r0.V.f.l.i	7	5	3.1373
outrage	aU.t.r0.eI.dZ	7	5	3.1373
dispose	d.I0.s.p.oU.z	7	6	3.1373
dispute	d.I0.s.p.j.u.t	7	7	3.1373
deception	d.I0.s.E.p.S.5.n	9	8	3.1373
touchy	t.V.tS.i	6	4	3.1373
squat	s.k.w.A.t	5	5	3.1373
consequence	k.A.n.s.I.k.w.5.n.s	11	10	3.1373
contractor	k.A.n.t.r0.1.k.t.56	10	9	3.1373
